SOLUTION_ID,CASE_ID,ORIGIN,SOLUTION_NO_KP,SOLUTION_FIRST_KP_NAME,SOLUTION_SECOND_KP_NAME,NODE1_PATH1_CATEGORY,NODE1_PATH1_TYPE,NODE1_PATH1_REFERENCE,NODE2_PATH1_CATEGORY,NODE2_PATH1_TYPE,NODE2_PATH1_REFERENCE,NODE1_PATH2_CATEGORY,NODE1_PATH2_TYPE,NODE1_PATH2_REFERENCE,NODE2_PATH2_CATEGORY,NODE2_PATH2_TYPE,NODE2_PATH2_REFERENCE,EDGE1_PATH1_PREDICATE,EDGE1_PATH1_ENDS,EDGE1_PATH1_REFERENCE,EDGE1_PATH2_PREDICATE,EDGE1_PATH2_ENDS,EDGE1_PATH2_REFERENCE
344,Q000375,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
345,Q000376,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
346,Q000377,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
347,Q000378,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
348,Q000379,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
349,Q000379,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
350,Q000380,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
351,Q000381,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
352,Q000382,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
353,Q000383,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
354,Q000384,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
355,Q000385,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
356,Q000386,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
357,Q000386,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
358,Q000387,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
359,Q000388,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
360,Q000389,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
361,Q000390,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
362,Q000391,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
363,Q000392,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
364,Q000393,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
365,Q000393,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
366,Q000394,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
367,Q000395,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:condition_associated_with_gene,n00:n01,e00
368,Q000396,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
369,Q000397,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
370,Q000398,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
371,Q000399,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
372,Q000400,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
373,Q000400,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
374,Q000401,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
375,Q000402,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
376,Q000403,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
377,Q000404,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
378,Q000405,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
379,Q000406,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
380,Q000407,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
381,Q000407,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
382,Q000408,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
383,Q000409,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
384,Q000410,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
385,Q000411,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
386,Q000412,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
387,Q000413,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
388,Q000414,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
389,Q000414,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
390,Q000415,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
391,Q000416,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
392,Q000417,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
393,Q000418,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
394,Q000419,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
395,Q000420,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
396,Q000420,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
397,Q000421,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
398,Q000422,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
399,Q000423,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
400,Q000424,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
401,Q000425,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
402,Q000426,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
403,Q000427,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
404,Q000427,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
405,Q000428,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
406,Q000429,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
407,Q000430,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
408,Q000431,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
409,Q000432,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
410,Q000433,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
411,Q000434,DERIVED,2,Clinical-KnowledgeCollaboratory,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:correlated_with,n00:n01,e00
412,Q000434,DERIVED,2,Clinical-KnowledgeCollaboratory,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:correlated_with,n00:n01,e00
413,Q000435,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
414,Q000435,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
415,Q000436,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
416,Q000437,DERIVED,2,Clinical-COHD,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:genetic_association,n00:n01,e00
417,Q000438,DERIVED,2,Clinical-COHD,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
418,Q000439,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
419,Q000440,DERIVED,2,Clinical-COHD,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
420,Q000441,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
421,Q000442,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
422,Q000443,DERIVED,2,Clinical-COHD,Multiomics-Wellness,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Protein,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:correlated_with,n00:n01,e00
423,Q000444,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Disease,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:related_to,n00:n01,e00
424,Q000445,DERIVED,2,Clinical-KnowledgeCollaboratory,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Drug,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:correlated_with,n00:n01,e00
425,Q000446,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:Gene,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
426,Q000447,DERIVED,2,Clinical-COHD,MolePro,biolink:Drug,SUBJECT,n00,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:ChemicalSubstance,SP_SUBJECT,n00_1,biolink:MolecularEntity,OBJECT,n01,biolink:correlated_with,n00:n01,e00,biolink:affects,n00:n01,e00
427,Q000448,DERIVED,2,Clinical-KnowledgeCollaboratory,Genetics,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Pathway,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:genetic_association,n00:n01,e00
428,Q000449,DERIVED,2,Clinical-KnowledgeCollaboratory,Automat,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PhenotypicFeature,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:has_phenotype,n00:n01,e00
429,Q000450,DERIVED,2,Clinical-KnowledgeCollaboratory,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:PopulationOfIndividualOrganisms,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:correlated_with,n00:n01,e00
430,Q000451,DERIVED,2,Clinical-KnowledgeCollaboratory,Clinical-COHD,biolink:Drug,SUBJECT,n00,biolink:Disease,SP_SUBJECT,n00_1,biolink:Disease,SP_SUBJECT,n00_1,biolink:Procedure,OBJECT,n01,biolink:treats,n00:n01,e00,biolink:correlated_with,n00:n01,e00
